ID,Name,Concepticon_ID,Concepticon_Gloss,Spanish,Portuguese,Simplified,SemanticField,SensoryCategory
896,drop,,,"dejar caer, soltar",,,,Motion
897,beat on wood,,,golpear la madera,,,,Basic actions and technology
899,pound (in mortar),,,machacar (en mortero),,,,Basic actions and technology
900,waive [sic],,,"¿ola, agitar los brazos?",,,,OTHER
902,cut (hair),,,cortar (cabello),,,,The body
903,sweep,,,barrer,,,,Basic actions and technology
904,bend,,,doblar,,,,Basic actions and technology
905,write,,,escribir,,,,Basic actions and technology
906,stop,,,"parar, detenerse",,,,Motion
910,spin,,,girar,,,,Motion
911,go down,,,bajar,,,,Motion
912,shake (head),,,sacudir (cabeza),,,,"The body, Motion"
913,pull down,,,jalar hacia abajo,,,,Basic actions and technology
914,saw,,,aserruchar,,,,Basic actions and technology
915,copulate,,,copular,,,,The body
916,blow (nose),,,soplarse la nariz,,,,The body
917,smell,,,oler,,,,Sense perception
918,bee noise,,,sonido de la abeja,,,,Animals
919,get up,,,ponerse de pie,,,,Motion
921,turn the head back,,,voltear la cabeza,,,,"The body, Motion"
922,,,,tartamudear.,,,,Speech and language
923,,,,eructar,,,,The body
924,,,,tener buen olor,,,,Sense perception
925,,,,dar palmada,,,,Basic actions and technology
926,,,,desparramarse cosas como vidrio roto o tizones encendidos,,,,Motion
927,,,,entrar lluvia a la casa como llovizna por entre las hojas del techo o la pared de la casa,,,,The house
928,,,,"sonar una trompeta, bocina u otro instrumento de viento",,,,Basic actions and technology
929,,,,estar masticando,,,,"Food and drink, The body"
930,,,,"sonar mal, chirriar, tener sonido desagradable.",,,,Sense perception
931,,,,"cosquillear, hacer cosquillas.",,,,The body
932,,,,"chisporrotear, crepitar al freírse.",,,,Food and drink
933,,,,sonar (el vientre).,,,,The body
934,,,,"sonar algo que se mueve en las copas de los árboles como monos u otros animales, sonar algo que cae en el agua.",,,,Motion
935,,,,tirarse al agua desde arriba.,,,,Motion
936,,,,hacer sonar el agua metiendo algo caliente.,,,,Basic actions and technology
937,,,,estar buscando moviendo cosas.,,,,Basic actions and technology
938,,,,"gritar, llorar fuertemente.",,,,Emotion and values
939,,,,zumbar (insectos).,,,,Animals
940,,,,hincharse.,,,,Spatial relations
941,,,,estar moviéndose el agua por la abundancia de peces.,,,,The physical world
942,,,,"ondear, tener olas pequeñas.",,,,The physical world
943,,,,gritar fuerte una vez para indicar el lugar donde está en el monte.,,,,Speech and language
944,,,,asentir con la cabeza.,,,,"The body, Motion"
945,,,,estar muy mareado.,,,,The body
946,,,,ser accidentado.,,,,OTHER
947,,,,"asentir con la cabeza, estar moviéndose un árbol por el viento o los animales o aves que están en él.",,,,Motion
948,,,,tener hambre,,,,The body
949,,,,gritar el ave porotohuango.,,,,Animals
950,,,,doblarse (estar doblada) rama de árbol por abundancia de frutos.,,,,"Agriculture and vegetation, Spatial relations"
951,,,,estar ladrando.,,,,Animals
952,,,,hacer sonido el otorongo para llamar a su compañero,,,,Animals
953,,,,cacarear.,,,,Animals
954,,,,estar relampagueando.,,,,The physical world
955,,,,estar aleteando; estar moviendo las aletas.,,,,Animals
956,,,,relampaguear.,,,,The physical world
957,,,,estar agitada (el agua).,,,,The physical world
958,,,,estar andando un gusano.,,,,Animals
959,,,,"cojear, estar cojeando por estar mal de la cadera.",,,,Motion
960,,,,estar ladrando,,,,Animals
961,,,,estar hirviendo.,,,,Food and drink
962,,,,cantar el chamán,,,,"Religion and belief, Speech and language"
963,,,,asentir,,,,Basic actions and technology
964,,,,estar lloviznando.,,,,The physical world
965,,,,"agitar, estar agitando la mano o las manos.",,,,Motion
966,,,,maullar.,,,,Animals
967,,,,tronar.,,,,The physical world
968,,,,ser fuerte la corriente.,,,,The physical world
969,,,,estar temblando la tierra.,,,,The physical world
970,,,,gruñir.,,,,Speech and language
971,,,,"gemir, quejarse.",,,,Emotion and values
972,,,,moverse con movimiento ondulante como la anguila.,,,,Motion
973,,,,doblarse por acción del calor (papel o paca verde).,,,,Basic actions and technology
974,,,,alumbrar con linterna o lámpara. ver: õtakĩ.,,,,Basic actions and technology
975,,,,salir manchas blancas en la piel.,,,,The body
976,,,,"azotar, pegar, golpear con correa vara o ishanga.",,,,Basic actions and technology
977,,,,estar croando un sapo.,,,,Animals
978,,,,fumar.,,,,Basic actions and technology
979,,,,tocar bocina,,,,Basic actions and technology
980,,,,tener olas grandes,,,,The physical world
981,,,,"tener granitos de la piel, tener erupción.",,,,The body
982,,,,"bajar lentamente la soga, deslizar lentamente la soga.",,,,Motion
983,,,,rechinar los dientes,,,,The body
984,,,,estar tocando música con arco o arpa como hacían los antepasados.,,,,Basic actions and technology
985,,,,estar gritando el mono.,,,,Animals
986,,,,estar gritando.,,,,Speech and language
987,,,,estar sacudiéndose.,,,,Motion
988,,,,"hacer chorrear agua, echar agua con una pistola de juguete.",,,,Motion
989,,,,estar moviendo en el aire una parte del cuerpo,,,,"The body, Motion"
990,,,,juntar a mucha gente o muchas cosas.,,,,Quantity
991,,,,gritar para asustar.,,,,Speech and language
992,,,,golpear o mover de repente.,,,,Basic actions and technology
993,,,,estar golpeando repetidamente.,,,,Basic actions and technology
994,,,,"estar temblando de frío o de miedo. 2) estar brincando, estar saltando.",,,,Motion
995,,,,"cacarear, estar cacareando (la gallina).",,,,Animals
996,,,,"dar dolor palpitante, producir dolor palpitante.",,,,The body
997,,,,"patear el feto a la madre en el vientre, moverse un feto dentro del vientre.",,,,The body
998,,,,"tiritar, temblar de frío; estar con escalofrío.",,,,Sense perception
999,,,,"hacer bulla; hacer sonar cosas como llaves, monedas, platos, cucharas, ollas, metal o vidrio. tocar una campana; hacer sonar un teléfono.",,,,Basic actions and technology
1000,,,,"chupar líquido por una cañita, chupar caña de azúcar, mamar, besar.",,,,"Food and drink, The body"
1001,,,,hacer un chasquido con la boca para llamar la atención de otro.,,,,Speech and language
1002,,,,chuparse los dedos después de comer algo rico.,,,,"Food and drink, The body"
1003,,,,"menearse, moverse como un gusano o una lombriz.",,,,Animals
1004,,,,sacudir ramas haciendo que suenen las hojas.,,,,Agriculture and vegetation
1005,,,,"susurrar, crujir (hojas)",,,,Agriculture and vegetation
1006,,,,zumbar (muchos insectos); gritar el coto mono macho.,,,,Animals
1007,,,,roer.,,,,Animals
1008,,,,chorrear; lagrimar; correr líquido derramado.,,,,Motion
1010,,,,soplar.,,,,Basic actions and technology
1011,,,,ser recto y alto (un árbol).,,,,"Agriculture and vegetation, Spatial relations"
1012,,,,apolillado,,,,Sense perception
1013,,,,dispararle a algo,,,,Warfare and hunting
1014,,,,fruncir el ceño,,,,The body
1015,,,,hacer sonido con algo metálico,,,,Basic actions and technology
1016,,,,sonido de semillas,,,,Agriculture and vegetation
1017,,,,tipo de tucán,,,,Animals
1018,,,,sonido de metal con metal,,,,Basic actions and technology
1019,,,,reír jeje (los hombres),,,,Emotion and values
1020,,,,canto del gallo,,,,Animals
1021,,,,"pisotear al carricear (tocar carrizo), o el sonido del majás al zapatear",,,,Animals
1022,,,,sonido de la tierra cuando alguien se cae,,,,Motion
1023,,,,palo para impalar animal para el fuego,,,,Food and drink
1024,,,,canto de la gallina,,,,Animals
1025,,,,sonido de la lechuza,,,,Animals
1026,,,,lechuza que antes era gente,,,,"Religion and belief, Animals"
1027,,,,sonido que hace el sapo,,,,Animals
1028,,,,grillo que corta plantas,,,,Animals
1029,,,,jugar contento,,,,Basic actions and technology
1030,,,,sonido del bebé al tomar leche,,,,Food and drink
1031,,,,reír jojo (las mujeres),,,,Emotion and values
1032,,,,lechuza (genérico),,,,Animals
1033,,,,"pegarle a algo seguido, azotar",,,,Basic actions and technology
1034,,,,más o menos,,,,OTHER
1035,,,,romper o chancar algo,,,,Basic actions and technology
1036,,,,"reventar algo (un huevo, un globo)",,,,Basic actions and technology
1037,,,,alterarse,,,,Emotion and values
1038,,,,brillar,,,,The physical world
1039,,,,paloma,,,,Animals
1040,,,,sonido que avisa tormenta,,,,The physical world
1042,,,,gritar o chillar,,,,Speech and language
1043,,,,tirarse pedos,,,,The body
1044,,,,"sonido que hacen algunos insectos, como el piojo del majás",,,,Animals
1045,,,,tipo de sapito,,,,Animals
1046,,,,sonido de la chicharra en la noche,,,,Animals
1047,,,,tipo de grillo,,,,Animals
1048,,,,maraca de danza de carnaval,,,,Basic actions and technology
1049,,,,sonido que hacen las sonajas y los adornos de las cushmas de mujer,,,,Clothing and grooming
1050,,,,respirar agitado al dormir,,,,The body
1051,,,,serpiente (genérico),,,,Animals
1052,,,,sonido que hacen las chicharras,,,,Animals
1053,,,,tipo de serpiente,,,,Animals
1054,,,,chicharra campanero,,,,Animals
1055,,,,ropa ahuecada,,,,Clothing and grooming
1056,,,,erizarse el pelo por miedo,,,,Emotion and values
1057,,,,"sonido de saltar de una rama a otra, o de una catarata que llega abajo",,,,Motion
1058,,,,grillo (genérico),,,,Animals
1059,,,,lluvia fuerte,,,,The physical world
1060,,,,martín pescador,,,,Animals
1061,,,,algo que está suelto y hace ruido,,,,Basic actions and technology
1062,,,,"chancar el piso, hacer sonido al caminar",,,,Motion
1063,,,,grito de loro,,,,Animals
1064,,,,"sonido que hacen los monos al saltar, o cuando se corta con machete",,,,Animals
1065,,,,sonido del agua cuando salpica,,,,The physical world
1066,,,,rayo,,,,The physical world
1067,,,,sonido que hace la serpiente jergón al mover la cola,,,,Animals
1068,,,,golpear el algodón,,,,Agriculture and vegetation
1069,,,,tocar madera para ver si está vacío,,,,Agriculture and vegetation
1070,,,,sonido del sapito o del agua hirviendo,,,,Animals
1071,,,,hacer bulla con platos y maderas,,,,Basic actions and technology
1072,,,,sonar al reventar,,,,Basic actions and technology
1073,,,,pajarito violinista,,,,Animals
1074,,,,sonido que hacen las cigarras,,,,Animals
1075,,,,raspar lo último de un dulce o fruta con cáscara hasta que no quede nada,,,,Food and drink
1076,,,,maquisapa,,,,Animals
1077,,,,picaflor chupando néctar,,,,Animals
1078,,,,lorito pequeño verde con cabeza roja,,,,Animals
1079,,,,lamer el pie,,,,The body
1080,,,,"el bebé jalando para sacar leche, la culebra al chupar sangre",,,,Basic actions and technology
1081,,,,llamar pájaros,,,,Animals
1082,,,,ladrido de perro,,,,Animals
1083,,,,sonido que hace la lechuza wawatsesha,,,,Animals
1084,,,,movimiento de serpiente,,,,Animals
1085,,,,devorar como un tigre,,,,Animals
1086,,,,"ardilla colorada, serruchar madera",,,,Animals
1087,,,,maraca,,,,Basic actions and technology
1088,,,,aplaudir,,,,Basic actions and technology
1089,sound of man’s arms beating on the water,,,sonido de los brazos de un hombre golpeando el agua,,,,Basic actions and technology
1090,sound of something falling,,,sonido de algo cayendo,,,,Motion
1091,"action of cutting or slicing something, tearing off a fingernail",,,"acción de cortar algo, arrancar una uña",,,,Basic actions and technology
1092,action of abruptly putting down something heavy,,,acción de dejar abajo algo pesado,,,,Motion
1093,heavy item penetrating into muck,,,objeto pesado penetrando en el barro,,,,Motion
1094,something sharp entering a space,,,algo afilado/puntiagudo entrando en un espacio,,,,Motion
1095,items used up in some way/none left,,,objetos se agotaron y ya no queda ninguno,,,,OTHER
1096,entering a house; someone arriving at a particular goal,,,entrar a una casa; alguien llegando a una meta particular,,the sound replicates what is heard when a person’s body brushes against the thatch of the doorway,,Motion
1097,action of a stringer entering the mouth of a fish,,,acción de una cuerda de pesca entrando en la boca del pez,,,,Animals
1098,sound of pulling up grass,,,sonido de arrancar pasto,,,,Agriculture and vegetation
1099,action of diving or jumping into the water,,,acción de sumergirse o saltar en el agua,,,,Motion
1100,action of falling onto soft ground,,,acción de caer en tierra suave,,,,Motion
1101,action of entity falling and then sinking into the mud,,,acción de una entidad cayendo y luego hundiéndose en el barro,,,,Motion
1102,"extended flying action, voluntary or involuntary",,,"acción extendida de volar, voluntaria o involuntariamente",,,,Motion
1103,sound of bare feet on a cleared dirt path,,,sonido de pies descalzos en un camino de tierra despejado,,,,Motion
1104,sound of feet walking through dried leaves in the forested environment,,,sonido de pies caminando sobre hojas secas en un entorno boscoso,,,,Agriculture and vegetation
1105,sound of something being chewed up,,,sonido de algo que es masticado,,,,"Food and drink, The body"
1106,sound of something being drunk,,,sonido de algo que es bebido,,,,Food and drink
1107,sound of staggering,,,sonido de tambalearse,,,,Motion
1108,sound of climbing up a tree,,,sonido de subir a un árbol,,,,Motion
1109,sound of dragging one food [sic] behind while walking,,,sonido de arrastrar un ¿pie? al caminar,,,,Motion
1110,sound of a snake moving,,,sonido de serpiente moviéndose,,,,Animals
1111,sound of an animal eating with its mouth open,,,sonido de un animal comiendo con la boca abierta,,,,Animals
1112,sound of a mollusc closing up its shell,,,sonido de un molusco cerrando su concha,,,,Animals
1113,sound of animal or person running,,,sonido de un animal o persona corriendo,,,,Motion
